GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-3),PlayerType(PlayerType-2),Winner(PlayerIdx)
-845120214,Root,0,GAME_OVER,770,34,4,132,RHEA1,10.0,27.0,6.0,30.0,MCTS1,RHEA,MCTS,3,RHEA1,3,2,2,4,4,1,MCTS1,1,RHEA,MCTS,MCTS1,RHEA1,MCTS,RHEA,2
-1045114351,Root,0,GAME_OVER,940,45,4,133,RHEA1,32.0,29.0,15.0,20.0,MCTS1,RHEA,MCTS,1,RHEA1,1,2,2,4,4,3,MCTS1,3,RHEA,MCTS,MCTS1,RHEA1,MCTS,RHEA,1
265098663,Root,0,GAME_OVER,995,44,4,134,RHEA1,2.0,30.0,6.0,29.0,RHEA,MCTS,MCTS1,4,RHEA1,4,1,1,3,3,2,RHEA,2,MCTS,MCTS1,RHEA,RHEA1,MCTS1,MCTS,0
1028673814,Root,0,GAME_OVER,1830,72,4,135,RHEA1,15.0,25.0,21.0,36.0,RHEA,MCTS,MCTS1,4,RHEA1,4,2,2,3,3,1,RHEA,1,MCTS,MCTS1,RHEA,RHEA1,MCTS1,MCTS,2
-862709668,Root,0,GAME_OVER,897,42,4,136,RHEA1,5.0,22.0,12.0,31.0,RHEA,MCTS,MCTS1,4,RHEA1,4,2,2,3,3,1,RHEA,1,MCTS,MCTS1,RHEA,RHEA1,MCTS1,MCTS,2
-217395547,Root,0,GAME_OVER,819,36,4,137,RHEA1,3.0,31.0,4.0,27.0,RHEA,MCTS,MCTS1,4,RHEA1,4,1,1,3,3,2,RHEA,2,MCTS,MCTS1,RHEA,RHEA1,MCTS1,MCTS,0
-845120214,Root,0,GAME_OVER,835,36,4,138,RHEA1,13.0,30.0,9.0,19.0,RHEA,MCTS,MCTS1,3,RHEA1,3,1,1,4,4,2,RHEA,2,MCTS,MCTS1,RHEA,RHEA1,MCTS1,MCTS,0
-1045114351,Root,0,GAME_OVER,760,33,4,139,RHEA1,31.0,21.0,7.0,11.0,RHEA,MCTS,MCTS1,1,RHEA1,1,2,2,4,4,3,RHEA,3,MCTS,MCTS1,RHEA,RHEA1,MCTS1,MCTS,1
265098663,Root,0,GAME_OVER,1048,46,4,140,RHEA1,14.0,28.0,6.0,32.0,RHEA,MCTS1,MCTS,3,RHEA1,3,2,2,4,4,1,RHEA,1,MCTS1,MCTS,RHEA,RHEA1,MCTS,MCTS1,2
1028673814,Root,0,GAME_OVER,1010,42,4,141,RHEA1,16.0,22.0,15.0,34.0,RHEA,MCTS1,MCTS,3,RHEA1,3,2,2,4,4,1,RHEA,1,MCTS1,MCTS,RHEA,RHEA1,MCTS,MCTS1,2
-862709668,Root,0,GAME_OVER,1204,54,4,142,RHEA1,27.0,13.0,10.0,32.0,RHEA,MCTS1,MCTS,2,RHEA1,2,3,3,4,4,1,RHEA,1,MCTS1,MCTS,RHEA,RHEA1,MCTS,MCTS1,2
-217395547,Root,0,GAME_OVER,793,42,4,143,RHEA1,15.0,24.0,19.0,32.0,RHEA,MCTS1,MCTS,4,RHEA1,4,2,2,3,3,1,RHEA,1,MCTS1,MCTS,RHEA,RHEA1,MCTS,MCTS1,2
-845120214,Root,0,GAME_OVER,683,32,4,144,RHEA1,13.0,34.0,10.0,15.0,RHEA,MCTS1,MCTS,3,RHEA1,3,1,1,4,4,2,RHEA,2,MCTS1,MCTS,RHEA,RHEA1,MCTS,MCTS1,0
-1045114351,Root,0,GAME_OVER,1032,44,4,145,RHEA1,2.0,28.0,6.0,32.0,RHEA,MCTS1,MCTS,4,RHEA1,4,2,2,3,3,1,RHEA,1,MCTS1,MCTS,RHEA,RHEA1,MCTS,MCTS1,2
