GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-3),OrdinalPosition(Player-3 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),OrdinalPosition(PlayerName-3),FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-3),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),FinalScore(PlayerName-3),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-3),PlayerType(PlayerType-2),Winner(PlayerIdx)
348204426,Root,0,GAME_OVER,898,35,4,122,3,MCTS3,3,4,4,1,1,2,MCTS1,2,MCTS,MCTS2,MCTS3,14.0,0.0,31.0,16.0,MCTS1,MCTS,MCTS2,MCTS1,MCTS3,MCTS2,MCTS,3
552108575,Root,0,GAME_OVER,682,36,4,123,1,MCTS3,1,4,4,3,3,2,MCTS1,2,MCTS,MCTS2,MCTS3,16.0,0.0,6.0,10.0,MCTS1,MCTS,MCTS2,MCTS1,MCTS3,MCTS2,MCTS,0
762550642,Root,0,GAME_OVER,453,25,4,124,4,MCTS3,4,2,2,1,1,3,MCTS1,3,MCTS,MCTS2,MCTS3,0.0,13.0,17.0,6.0,MCTS1,MCTS,MCTS2,MCTS1,MCTS3,MCTS2,MCTS,1
-373859307,Root,0,GAME_OVER,581,32,4,125,3,MCTS3,3,3,3,1,1,2,MCTS1,2,MCTS,MCTS2,MCTS3,0.0,0.0,11.0,7.0,MCTS1,MCTS,MCTS2,MCTS1,MCTS3,MCTS2,MCTS,0
-1636438044,Root,0,GAME_OVER,723,36,4,126,4,MCTS3,4,1,1,2,2,3,MCTS1,3,MCTS,MCTS2,MCTS3,0.0,30.0,15.0,6.0,MCTS1,MCTS,MCTS2,MCTS1,MCTS3,MCTS2,MCTS,0
-1354008521,Root,0,GAME_OVER,655,36,4,127,1,MCTS3,1,4,4,2,2,3,MCTS1,3,MCTS,MCTS2,MCTS3,14.0,0.0,10.0,9.0,MCTS1,MCTS,MCTS2,MCTS1,MCTS3,MCTS2,MCTS,0
348204426,Root,0,GAME_OVER,736,37,4,128,1,MCTS3,1,2,2,3,3,4,MCTS1,4,MCTS2,MCTS,MCTS3,31.0,25.0,11.0,5.0,MCTS1,MCTS2,MCTS,MCTS1,MCTS3,MCTS,MCTS2,1
552108575,Root,0,GAME_OVER,610,31,4,129,3,MCTS3,3,2,2,1,1,3,MCTS1,3,MCTS2,MCTS,MCTS3,7.0,17.0,30.0,7.0,MCTS1,MCTS2,MCTS,MCTS1,MCTS3,MCTS,MCTS2,3
762550642,Root,0,GAME_OVER,910,45,4,130,1,MCTS3,1,2,2,4,4,3,MCTS1,3,MCTS2,MCTS,MCTS3,35.0,29.0,11.0,12.0,MCTS1,MCTS2,MCTS,MCTS1,MCTS3,MCTS,MCTS2,1
-373859307,Root,0,GAME_OVER,820,41,4,131,1,MCTS3,1,4,4,3,3,2,MCTS1,2,MCTS2,MCTS,MCTS3,30.0,0.0,7.0,12.0,MCTS1,MCTS2,MCTS,MCTS1,MCTS3,MCTS,MCTS2,1
-1636438044,Root,0,GAME_OVER,643,31,4,132,2,MCTS3,2,3,3,1,1,3,MCTS1,3,MCTS2,MCTS,MCTS3,15.0,1.0,31.0,1.0,MCTS1,MCTS2,MCTS,MCTS1,MCTS3,MCTS,MCTS2,3
-1354008521,Root,0,GAME_OVER,608,33,4,133,4,MCTS3,4,1,1,2,2,3,MCTS1,3,MCTS2,MCTS,MCTS3,0.0,17.0,15.0,9.0,MCTS1,MCTS2,MCTS,MCTS1,MCTS3,MCTS,MCTS2,1
348204426,Root,0,GAME_OVER,959,45,4,134,1,MCTS3,1,4,4,2,2,3,MCTS2,3,MCTS,MCTS1,MCTS3,30.0,0.0,27.0,15.0,MCTS2,MCTS,MCTS1,MCTS2,MCTS3,MCTS1,MCTS,1
552108575,Root,0,GAME_OVER,468,23,4,135,4,MCTS3,4,2,2,1,1,3,MCTS2,3,MCTS,MCTS1,MCTS3,2.0,12.0,31.0,7.0,MCTS2,MCTS,MCTS1,MCTS2,MCTS3,MCTS1,MCTS,3
762550642,Root,0,GAME_OVER,608,28,4,136,3,MCTS3,3,3,3,1,1,2,MCTS2,2,MCTS,MCTS1,MCTS3,0.0,0.0,29.0,14.0,MCTS2,MCTS,MCTS1,MCTS2,MCTS3,MCTS1,MCTS,0
-373859307,Root,0,GAME_OVER,885,45,4,137,1,MCTS3,1,2,2,3,3,4,MCTS2,4,MCTS,MCTS1,MCTS3,30.0,25.0,23.0,7.0,MCTS2,MCTS,MCTS1,MCTS2,MCTS3,MCTS1,MCTS,1
-1636438044,Root,0,GAME_OVER,759,40,4,138,1,MCTS3,1,4,4,1,1,3,MCTS2,3,MCTS,MCTS1,MCTS3,10.0,0.0,10.0,6.0,MCTS2,MCTS,MCTS1,MCTS2,MCTS3,MCTS1,MCTS,0
-1354008521,Root,0,GAME_OVER,630,31,4,139,2,MCTS3,2,4,4,1,1,3,MCTS2,3,MCTS,MCTS1,MCTS3,10.0,0.0,31.0,9.0,MCTS2,MCTS,MCTS1,MCTS2,MCTS3,MCTS1,MCTS,3
348204426,Root,0,GAME_OVER,391,20,4,140,3,MCTS3,3,4,4,1,1,2,MCTS2,2,MCTS1,MCTS,MCTS3,2.0,0.0,8.0,7.0,MCTS2,MCTS1,MCTS,MCTS2,MCTS3,MCTS,MCTS1,0
552108575,Root,0,GAME_OVER,682,33,4,141,1,MCTS3,1,4,4,2,2,3,MCTS2,3,MCTS1,MCTS,MCTS3,30.0,0.0,18.0,8.0,MCTS2,MCTS1,MCTS,MCTS2,MCTS3,MCTS,MCTS1,1
762550642,Root,0,GAME_OVER,482,28,4,142,2,MCTS3,2,4,4,1,1,2,MCTS2,2,MCTS1,MCTS,MCTS3,6.0,0.0,9.0,6.0,MCTS2,MCTS1,MCTS,MCTS2,MCTS3,MCTS,MCTS1,0
-373859307,Root,0,GAME_OVER,1023,45,4,143,1,MCTS3,1,2,2,4,4,3,MCTS2,3,MCTS1,MCTS,MCTS3,30.0,29.0,13.0,22.0,MCTS2,MCTS1,MCTS,MCTS2,MCTS3,MCTS,MCTS1,1
-1636438044,Root,0,GAME_OVER,668,31,4,144,3,MCTS3,3,2,2,1,1,4,MCTS2,4,MCTS1,MCTS,MCTS3,9.0,14.0,30.0,6.0,MCTS2,MCTS1,MCTS,MCTS2,MCTS3,MCTS,MCTS1,3
-1354008521,Root,0,GAME_OVER,1000,44,4,145,1,MCTS3,1,4,4,2,2,3,MCTS2,3,MCTS1,MCTS,MCTS3,24.0,0.0,21.0,20.0,MCTS2,MCTS1,MCTS,MCTS2,MCTS3,MCTS,MCTS1,0
